purchase_id,product_id,date,time,quantity,price,customer_id,card_id,Feedback
e5b4ce1f-2bae-43d6-94f6-de05ac164bd4,230,14/12/20,4:06 PM,21,20268.15,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,cheese is bad
76fccc4f-96e8-4b2a-8a19-e7c727738e03,342,29/04/22,9:19 PM,13,7418.84,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,
c3715be6-c600-47aa-b523-bf4c939d971e,467,24/08/19,2:36 AM,11,5594.6,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,Corn bites has less corn
96907953-966b-4f35-8b69-7956466344c2,468,27/01/17,3:54 PM,20,18816.4,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,
23c11696-0ba0-4912-a1d3-32e36fd230be,543,31/07/18,3:53 AM,22,20205.68,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,
cf47ba98-4e8f-4ab7-a56c-380bee91e813,22,16/12/16,8:45 PM,21,15181.74,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,
b6deb3b8-9074-4c22-a376-e656ff36633f,92,20/11/12,8:48 AM,11,10094.92,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,
6d2ff076-ce49-4810-90ed-5310b3df0edb,282,12/05/22,1:36 AM,19,15836.88,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,
f53fcb40-c56e-4eb0-af77-b1c0cf4b7766,313,06/09/19,6:19 PM,23,21503.62,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,
780fab22-a342-4f43-9339-078ff05ccb4d,324,17/01/11,12:18 AM,10,4109.1,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,
62198a2c-6a12-43dc-b782-41664ab94268,381,16/11/10,2:47 AM,3,438.51,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,
e393252b-3751-47e7-8e46-fb0ef2027487,62,15/07/11,8:13 PM,8,5642.96,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,
694e1432-5a8a-4890-83a2-344bf860f74b,81,20/05/20,10:56 AM,18,8426.52,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,
4d47b711-8f23-4767-890b-778e532ea502,170,09/09/20,2:24 PM,22,9385.64,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,
97d9da3c-5ce7-4b46-993e-4af637f9fd20,273,11/09/15,12:18 AM,17,3769.41,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,
d47b56a2-d878-4e66-99e8-3ff4919d78b3,340,16/10/20,8:09 AM,21,11759.37,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,
395232ae-4dc8-4337-91a3-593086e611c2,549,16/06/20,10:00 AM,18,9056.7,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,
6ef73c5b-59e1-49d3-9d46-4d5301f2f386,2,14/07/18,11:03 AM,11,3026.87,8,1f09f9f3-d325-48ae-a250-79332c7d3166,
35ded37b-1785-407e-87a4-d230707bf7ae,70,23/09/20,3:55 AM,2,278.66,9,7a80fbed-c56b-44fa-a8d0-ed771ec4be6f,
c89fdb41-3ae0-4077-aab8-4204d31d550f,251,19/05/18,3:36 PM,25,12572.75,9,7a80fbed-c56b-44fa-a8d0-ed771ec4be6f,
61a831d1-4b69-46d3-94b5-359b1b0530a4,16,12/01/20,9:55 PM,11,7206.1,10,76af8387-90fc-414f-a68f-c940f00e2deb,
2e422327-6d05-4b06-b18d-7f734171dcd0,230,01/11/11,5:40 AM,16,15442.4,10,76af8387-90fc-414f-a68f-c940f00e2deb,
9ea4502d-8dc2-4ca7-8870-3ee75a626e53,285,19/09/22,6:05 AM,25,6474.5,10,76af8387-90fc-414f-a68f-c940f00e2deb,
c0b92ef2-4de4-4288-a5cf-581e53fc9793,464,12/01/17,7:44 PM,3,2844.24,10,76af8387-90fc-414f-a68f-c940f00e2deb,
d7236ec0-fbf2-4c57-ae0b-bb11ae67ce46,135,28/10/22,9:39 AM,16,6524.8,11,6f4629fc-4abe-488b-be32-bb5a90faa686,
d47cfd5b-4513-437d-b467-8059474faa85,371,09/01/20,2:55 PM,17,16146.6,11,6f4629fc-4abe-488b-be32-bb5a90faa686,
a43132f2-169c-4b36-81fd-f6ae13f7baf1,415,20/09/22,4:12 PM,15,9718.35,11,6f4629fc-4abe-488b-be32-bb5a90faa686,
36fe96dc-8aa1-400e-9f72-3e38e0c39a57,159,05/12/18,2:13 AM,23,8227.33,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,
ec4e9d2d-63c1-4d94-ac88-bcb533b72e02,246,25/02/16,7:32 AM,22,15478.32,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,
1093d440-6531-4faf-bb3a-b77b3671f4f9,253,30/05/12,6:55 PM,8,139.68,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,
4a77ee6b-ba98-4424-a259-044072c994f1,266,24/11/15,11:26 PM,22,591.36,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,
596eecfc-93fa-40a0-8c08-a997af109d60,268,09/04/14,6:29 AM,24,9075.6,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,
7ef06753-fe3f-4997-a232-350efc440eac,269,30/08/18,11:50 AM,10,9653.3,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,
f8c7551e-1b1b-4343-a5a5-29e7e0eb7a69,345,03/06/14,2:03 PM,2,1836.98,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,
9544b4b3-62bf-4a1a-b3c9-5304f0eb842d,386,29/12/20,2:23 AM,23,16200.05,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,
8ad5b8dc-0821-4f3d-9f85-3be9f9a12ec5,487,02/02/16,4:46 PM,23,10633.13,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,
7c691277-8d00-4495-a221-1fc5df4bb395,532,19/02/19,11:20 AM,23,351.21,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,
c0ff9632-d327-4acc-9771-0084ff3d3d52,12,21/08/11,6:26 PM,16,908.16,13,76f2393b-62fd-441a-a2d5-a9ad3505ac30,
464d093f-7166-4cd5-8ca7-0b41f32ae182,344,29/07/16,1:27 PM,23,19466.74,13,76f2393b-62fd-441a-a2d5-a9ad3505ac30,
36da8430-9720-41a6-988d-c88d89d6c121,389,14/11/13,7:44 PM,1,471.45,13,76f2393b-62fd-441a-a2d5-a9ad3505ac30,
d0a97086-9ec1-461a-8128-6ac634766d75,409,16/02/16,9:11 PM,2,1634.68,13,76f2393b-62fd-441a-a2d5-a9ad3505ac30,
414e2281-7a9b-4554-82c9-fd808d60982c,525,22/02/21,1:00 PM,12,5851.68,14,2bbdab07-e365-40e8-b752-6a0317958e67,
66929f24-470e-4b67-ac82-1d02fb01ae62,82,18/11/11,9:36 PM,16,4044.32,15,936c7731-a945-489b-a57a-c0de342434be,
acb22a85-0bf7-44e4-a48e-94eaa10c6580,412,23/06/19,5:33 AM,25,17681.25,15,936c7731-a945-489b-a57a-c0de342434be,
d34e8a6a-91ea-4200-84d5-2c3f2a6b7021,186,09/11/14,5:50 PM,21,8614.2,16,7ea969ac-2431-4413-b49b-a33b409dad31,
57b81b5d-c7be-4d9e-9466-5aa85d89341d,494,06/10/10,11:42 AM,19,2077.65,16,7ea969ac-2431-4413-b49b-a33b409dad31,
33d9c319-f9ac-4641-bc6c-b18149ffda4f,35,24/12/22,6:27 PM,14,7653.94,17,c94be819-c43b-4990-a5f0-866e06e39212,
028725d6-e193-414a-b0e5-3a143263171a,310,17/06/15,8:08 AM,12,10926.84,17,c94be819-c43b-4990-a5f0-866e06e39212,
aedc5e4a-fe49-427f-aa3b-ce27ae9a616b,377,25/10/17,6:40 PM,6,2642.88,17,c94be819-c43b-4990-a5f0-866e06e39212,
d248a238-488d-4469-b497-167a0ce02665,401,06/10/16,2:04 PM,18,14172.66,17,c94be819-c43b-4990-a5f0-866e06e39212,
309b0ecd-08f8-4931-bf41-a4fd8cafaa0d,446,28/03/19,4:34 AM,12,6400.08,17,c94be819-c43b-4990-a5f0-866e06e39212,
078054e9-607e-4803-bf84-3848025059b4,462,05/06/13,2:11 PM,20,16307,17,c94be819-c43b-4990-a5f0-866e06e39212,
4f08bb2c-f6a8-439c-9475-deda875779eb,35,25/11/15,2:25 AM,6,3280.26,18,44f8a099-74d9-4eae-a45b-4522456cb912,
a3d54138-335e-4628-94c1-c3e9d284f98c,165,26/05/17,4:15 AM,14,10176.88,18,44f8a099-74d9-4eae-a45b-4522456cb912,
9ebf4c10-95de-4490-9614-b4dc9f1904e9,220,19/04/19,12:35 PM,19,11941.69,18,44f8a099-74d9-4eae-a45b-4522456cb912,
3274424e-efe1-499a-a5c2-879962b41988,239,03/02/18,11:42 AM,10,2806.1,18,44f8a099-74d9-4eae-a45b-4522456cb912,
0298999d-2cfd-4ce0-9523-32ba660be6c6,250,13/06/18,1:01 AM,11,6387.26,18,44f8a099-74d9-4eae-a45b-4522456cb912,
231ddd76-65de-42f1-a3e7-cd61db546cdb,289,15/09/20,10:58 AM,9,4424.85,18,44f8a099-74d9-4eae-a45b-4522456cb912,
04d8f7ad-fcb9-4563-bab7-8aee9a87f3bf,350,03/03/22,10:11 PM,11,6097.41,18,44f8a099-74d9-4eae-a45b-4522456cb912,
fcb9b765-6ee1-4a4c-85e5-548e56d91ff7,368,11/07/18,6:43 PM,3,338.49,18,44f8a099-74d9-4eae-a45b-4522456cb912,
03198481-1a25-489d-b7c4-25c82a40e0e8,440,10/02/11,10:57 AM,8,731.6,18,44f8a099-74d9-4eae-a45b-4522456cb912,
f37dd689-82ca-4da0-8903-630e33aaff23,502,08/12/22,8:31 AM,14,9856.84,18,44f8a099-74d9-4eae-a45b-4522456cb912,
5b75418e-0529-49a1-9c1c-90815bb75011,83,04/05/13,8:31 PM,23,21126.19,19,ec7793fa-7d41-4e8e-b821-eb8fc8a87c08,
6f9d3baa-babd-4095-942e-d66401e6d9f7,188,27/03/11,4:46 AM,13,12165.66,19,ec7793fa-7d41-4e8e-b821-eb8fc8a87c08,
0f3e2dc4-a90a-43d5-9d44-25b6b89ff111,451,07/06/11,9:45 PM,23,20937.82,19,ec7793fa-7d41-4e8e-b821-eb8fc8a87c08,
143c4831-23ae-4194-b936-bfab3a107114,19,25/10/16,10:25 PM,16,2079.84,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
e45bef73-148d-4621-8403-2234c276cd76,64,24/04/13,6:08 PM,2,26.9,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
8ec7bc61-8ac2-4e2b-b604-30d6e143783a,67,06/01/22,9:41 PM,4,245.32,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
f5e22a72-355f-450a-9e5f-6bd2ade882ef,109,14/12/21,1:21 AM,6,372.42,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
f0ce739a-0591-442e-b694-2c5f613eb8ba,145,16/08/18,5:53 AM,21,19179.51,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
f37268a9-8e68-4d4e-b232-527968b3d914,307,09/12/14,8:11 AM,19,18897.78,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
4dc62d3b-9035-41ce-8b9f-df98344bc8f5,373,09/07/14,11:43 PM,22,13126.08,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
ef35fc24-8b57-4acc-932b-512cf49a8d0a,578,17/07/20,3:03 PM,1,781.47,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
3d0d8698-2cdd-4e63-81a0-c1d82bbae641,267,17/07/12,6:25 PM,16,60.64,21,2f5cb2e7-e8f7-438c-9738-ee11a6ac0443,
52f37fca-ceef-4d43-bbfc-e01c9f27b876,459,29/04/22,7:30 AM,10,8261.1,21,2f5cb2e7-e8f7-438c-9738-ee11a6ac0443,
344f75ae-d246-4e85-9cd5-347a34ce9d12,108,25/09/10,9:13 PM,15,12809.1,22,3568e40e-a357-424b-8dea-eb06e445fe33,
b8ce897c-5318-4158-9bd9-a639e85fe167,148,10/01/14,9:45 AM,17,15127.11,22,3568e40e-a357-424b-8dea-eb06e445fe33,
2ad11de7-10e0-4080-9362-aa522a9c318c,162,12/12/14,5:28 PM,15,3562.65,22,3568e40e-a357-424b-8dea-eb06e445fe33,
13f093ec-5b1e-41a2-a6be-d7cfe092dad0,376,13/09/21,3:27 PM,6,2329.44,22,3568e40e-a357-424b-8dea-eb06e445fe33,
623c7a5d-a875-4e0b-9058-ad3e7b655438,251,10/05/13,4:25 AM,6,3017.46,23,73d4c329-b316-4378-9db7-63c35247ee6c,
72f03a51-5321-4cf3-bb1a-d69e519dfcb5,355,20/10/19,2:18 AM,25,12514.25,23,73d4c329-b316-4378-9db7-63c35247ee6c,
9dc2567c-76cd-4b03-ba1a-d9ff1c46e1be,397,15/12/15,9:27 AM,2,1833.56,23,73d4c329-b316-4378-9db7-63c35247ee6c,
1a1651f6-9d3f-4acd-9735-c41c38d26e8e,399,24/09/17,2:47 PM,11,4862.22,23,73d4c329-b316-4378-9db7-63c35247ee6c,
4c91049d-f701-4826-8fdb-44f3586d9d43,517,07/06/19,4:12 PM,22,15045.8,23,73d4c329-b316-4378-9db7-63c35247ee6c,
feaca76e-5836-43d9-b6b4-e1708769b7f5,518,26/07/11,6:01 AM,16,9121.28,23,73d4c329-b316-4378-9db7-63c35247ee6c,
db99ec90-93ea-4021-a369-497666b1047e,564,08/06/15,1:37 PM,17,10467.24,23,73d4c329-b316-4378-9db7-63c35247ee6c,
1cf861ab-6baa-4a4d-ab93-e6de4c153729,564,03/03/17,8:15 PM,22,13545.84,23,73d4c329-b316-4378-9db7-63c35247ee6c,
6a292e2e-3981-45b1-85ca-5ce4adc5941c,66,07/10/10,6:31 AM,20,14666,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,
993310a7-c126-473a-8153-057ce97eed30,141,08/04/17,8:55 PM,9,6793.65,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,
845dbd96-725b-4742-8fd0-2045a656f0f6,175,03/12/22,4:57 AM,13,9419.28,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,
c335faa9-803c-4b54-8028-fb9472e059e5,208,24/03/15,6:14 AM,20,8520.6,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,
3af8c176-397d-4bcc-9f2d-57757400510f,217,14/06/22,10:52 AM,14,200.34,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,
3fe21e5a-6c0d-4a27-807d-8c08868c8631,287,04/01/23,12:31 AM,13,12220.65,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,
7681355e-0bf8-4b33-aeb1-d15c05526ac1,295,24/06/13,5:30 PM,23,18246.36,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,
f34364b3-fe2b-4a46-9706-9d2901a49cb5,354,19/11/17,6:28 PM,16,7303.52,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,
b3670d6e-6962-4e47-8c27-6fd1f904fd2b,58,03/06/22,5:46 AM,14,5969.46,25,c3a2e7f7-435f-4c3d-89bc-66664aefc3ee,
dc6c3ade-c375-4fd6-94c8-94ef7a08cce5,354,04/06/19,11:45 PM,1,456.47,25,c3a2e7f7-435f-4c3d-89bc-66664aefc3ee,
8cbcabca-6b40-4940-bea3-b432876b5f3c,375,20/04/15,5:21 AM,20,768.4,25,c3a2e7f7-435f-4c3d-89bc-66664aefc3ee,
03dcada6-e2d3-468f-8dee-0913a88f0189,1,10/08/13,1:24 PM,2,1137.32,26,1a230efe-4735-4e3d-8692-3858afc0f2c5,
b991f365-4b2d-472f-978a-e28c1c0c74cf,391,26/09/22,3:01 PM,1,406.76,26,1a230efe-4735-4e3d-8692-3858afc0f2c5,
f7fc9886-bb2b-40e8-89d5-ee127109e204,158,18/09/11,3:16 AM,24,5124.72,27,96e2a7dc-e647-4361-8c6c-1f53c9a9eafa,
f6977272-35db-4d50-a51c-55c04ae9b243,232,02/12/20,9:42 PM,7,6193.6,27,96e2a7dc-e647-4361-8c6c-1f53c9a9eafa,
b7422c3c-3a97-4630-ae53-457290a67878,279,16/10/21,10:17 AM,17,2782.73,27,96e2a7dc-e647-4361-8c6c-1f53c9a9eafa,
312386b6-d3aa-4455-8c1a-1654d87b9875,453,23/09/11,6:44 PM,17,3345.6,27,96e2a7dc-e647-4361-8c6c-1f53c9a9eafa,
3ea3034a-3dca-435f-a6bc-1d818f793f81,481,28/02/15,8:34 AM,2,1003.02,27,96e2a7dc-e647-4361-8c6c-1f53c9a9eafa,
106b5921-fd3f-47ef-ac7d-630773446500,2,20/06/17,2:00 PM,20,5503.4,28,ff3665c0-087a-49a1-923a-980b5e59e104,
1edb5d51-4254-42a4-b6aa-8b8d85db5e4e,49,15/05/22,8:49 AM,7,6656.93,28,ff3665c0-087a-49a1-923a-980b5e59e104,
d84a4d83-f990-4b2b-82ec-bbc14fa6c6d4,51,20/11/20,7:37 AM,15,9615.45,28,ff3665c0-087a-49a1-923a-980b5e59e104,
4befa476-ecd8-4696-b1e1-04a9c4ef3af0,139,17/10/20,2:47 AM,20,17271.6,28,ff3665c0-087a-49a1-923a-980b5e59e104,
60e0ae72-afef-4610-ae18-0401a3b79037,276,24/08/18,3:02 AM,19,7697.28,28,ff3665c0-087a-49a1-923a-980b5e59e104,
1a796495-e212-4430-ace5-0aa0a4b2cae7,444,07/12/19,1:50 AM,10,3340.3,28,ff3665c0-087a-49a1-923a-980b5e59e104,
e261a47b-78a5-44f5-954d-b27d3d502e44,524,14/11/21,9:25 PM,23,14152.13,28,ff3665c0-087a-49a1-923a-980b5e59e104,
80d64f81-a4e7-4d54-b977-89625d0a721f,151,08/11/11,5:44 AM,3,2139.9,29,00507446-7ac9-46c9-a122-936aa919ecb3,
97ecf89a-9bab-4afb-bdb7-0fe7e2669e47,279,24/07/19,4:43 AM,11,1800.59,29,00507446-7ac9-46c9-a122-936aa919ecb3,
468a0e27-1391-49cf-a4b2-cb15985bb1df,344,04/05/20,3:15 PM,17,14388.46,29,00507446-7ac9-46c9-a122-936aa919ecb3,
3e9ebc74-6e94-4453-91fa-9b4bce18a696,533,21/05/16,12:15 PM,1,289.91,29,00507446-7ac9-46c9-a122-936aa919ecb3,
91d1811b-84ca-4edf-91cd-c55cc18c34e2,62,07/10/15,9:09 AM,3,2116.11,30,730a2ae8-c300-423a-8a90-c059a6dac168,
24f0d975-b5b3-48cc-9954-af3a2e4963e3,116,29/03/13,7:25 PM,21,8344.98,30,730a2ae8-c300-423a-8a90-c059a6dac168,
2ba889ab-a7b0-40db-a17d-521a0e4a5c0e,190,02/10/15,10:22 AM,14,2972.2,30,730a2ae8-c300-423a-8a90-c059a6dac168,
1c273300-70d7-4c83-91da-2c080c17100b,323,23/09/11,5:24 AM,12,9870,30,730a2ae8-c300-423a-8a90-c059a6dac168,
57e2b248-17a1-42de-b17b-12b6576d12fd,395,03/10/21,9:47 AM,18,8288.46,30,730a2ae8-c300-423a-8a90-c059a6dac168,
b6fa564f-7400-4126-9275-0fa3b518c52f,68,22/08/21,10:36 AM,11,5242.6,31,ac96a379-55d8-45b6-8e8e-b0bb3537acbe,
a01a2f5a-d896-49d2-b5a1-82243e4b04d0,311,03/03/13,2:41 PM,7,2259.46,31,ac96a379-55d8-45b6-8e8e-b0bb3537acbe,
2c496de0-dfb9-4821-acc0-43f3aa4c575d,375,14/11/12,8:56 AM,11,422.62,31,ac96a379-55d8-45b6-8e8e-b0bb3537acbe,
19bc7d15-31c6-4605-b5a4-a5c426221d41,395,01/03/13,5:17 AM,3,1381.41,31,ac96a379-55d8-45b6-8e8e-b0bb3537acbe,
b180c1a9-93f8-4856-ae73-460a55cf6c31,1,27/12/20,11:23 PM,7,3980.62,32,5fb74189-25e7-49af-a9b8-deb342a12273,
d301fce1-d265-4cda-b913-08e3660872e5,9,09/10/15,10:23 AM,24,5792.88,32,5fb74189-25e7-49af-a9b8-deb342a12273,
1f44f83c-c058-4cb9-9448-2c5a3604002f,71,03/12/12,4:10 PM,15,3425.85,32,5fb74189-25e7-49af-a9b8-deb342a12273,
07f30764-8050-49d9-abc7-8e6f5a46e806,86,03/06/14,10:43 PM,14,6574.4,32,5fb74189-25e7-49af-a9b8-deb342a12273,
3c758472-9de4-4dda-b08c-6a3294be26b5,478,11/02/20,5:18 AM,11,2520.43,32,5fb74189-25e7-49af-a9b8-deb342a12273,
879fbc5d-2e35-4861-854a-67d7818c73bb,479,01/07/19,7:12 AM,25,12287.25,32,5fb74189-25e7-49af-a9b8-deb342a12273,
2a0b4f48-e063-4981-93e7-1858a9328c62,130,31/07/12,11:14 PM,8,6220.48,33,10a901bf-1a35-4b81-8e33-cec301f89a65,
88ad6266-5981-4459-8d34-e38d01b66a6b,172,07/03/18,4:20 AM,22,3371.28,33,10a901bf-1a35-4b81-8e33-cec301f89a65,
696cc465-f7e0-4948-a629-4262e7efdefb,225,04/04/18,12:49 PM,3,1170.03,33,10a901bf-1a35-4b81-8e33-cec301f89a65,
be7af92b-8a7b-4707-9648-8c551a2d7326,297,13/09/11,8:45 PM,19,4354.23,33,10a901bf-1a35-4b81-8e33-cec301f89a65,
a3f80bc6-8017-453a-a31e-bba8c47f8312,365,12/09/10,10:19 AM,20,1162.4,33,10a901bf-1a35-4b81-8e33-cec301f89a65,
667c93ca-6ca5-4f81-be7c-7e7c871acb01,471,24/05/15,12:52 AM,18,6726.78,33,10a901bf-1a35-4b81-8e33-cec301f89a65,
ae47a84f-3c66-4ec9-84f3-96a0aa2bbd0c,530,25/11/15,8:22 PM,8,1126.24,33,10a901bf-1a35-4b81-8e33-cec301f89a65,
3d64f330-2007-49a2-940c-ec2d5d72a0ab,535,16/08/20,4:31 PM,8,880.8,33,10a901bf-1a35-4b81-8e33-cec301f89a65,
426df899-9006-43bc-8d94-d387fa5e9236,542,23/02/11,5:41 PM,14,7037.8,33,10a901bf-1a35-4b81-8e33-cec301f89a65,
cf45afd7-9ec8-4225-a9c4-6665a0b3ad5b,106,11/12/17,10:15 PM,19,8439.23,34,9687baca-96ac-423e-ab7f-27b7730db2b5,
e3ef4c0f-cf94-4d91-a516-c74964ac25e6,223,01/01/19,9:32 AM,8,1340.16,34,9687baca-96ac-423e-ab7f-27b7730db2b5,
b76b0c98-1729-4f73-a716-4dbd712eebee,31,30/01/12,7:08 PM,18,16730.82,35,4002edf5-a35c-423a-92f5-06e12858c0d1,
75a95fb2-a1f5-4fee-b46a-b267e4b41bcd,73,03/12/16,8:48 AM,9,2012.58,35,4002edf5-a35c-423a-92f5-06e12858c0d1,
6e1aa128-aad1-4909-8b2a-59904da4aa37,94,09/05/15,7:31 PM,17,240.38,35,4002edf5-a35c-423a-92f5-06e12858c0d1,
ee414d88-c40e-44d1-8c02-e42b3d36943e,123,16/07/10,2:10 AM,9,7438.41,35,4002edf5-a35c-423a-92f5-06e12858c0d1,
43169908-e878-44d4-b488-eeb5da1d2be0,554,09/04/19,12:05 PM,25,15740.5,35,4002edf5-a35c-423a-92f5-06e12858c0d1,
41f769c9-1595-4382-80ea-68f4eb293ef3,158,14/12/20,4:23 AM,22,4697.66,36,05ff2322-ce42-44a4-8c3f-68d2ffcb5e61,
382c12b6-2cb9-4d2a-98d4-42707177aac5,211,06/05/13,1:12 AM,21,1007.58,36,05ff2322-ce42-44a4-8c3f-68d2ffcb5e61,
60c1b3c4-39f4-4e9e-a777-f4006be2cdc7,234,18/01/11,8:40 AM,2,278.36,36,05ff2322-ce42-44a4-8c3f-68d2ffcb5e61,
7993b8a5-b482-4e18-911f-523b0c1d8d6c,241,01/10/10,12:31 AM,18,15823.44,36,05ff2322-ce42-44a4-8c3f-68d2ffcb5e61,
9c1fcbdb-e33c-42ca-9295-2fa7ee7f6435,277,06/04/12,6:48 PM,14,1062.18,36,05ff2322-ce42-44a4-8c3f-68d2ffcb5e61,
2a1fbead-94c8-4d79-98ac-36cf6330216a,311,29/08/20,4:09 AM,14,4518.92,36,05ff2322-ce42-44a4-8c3f-68d2ffcb5e61,
45d2a14f-b85c-4774-b73d-13988c6a4f68,313,21/04/17,7:06 PM,4,3739.76,36,05ff2322-ce42-44a4-8c3f-68d2ffcb5e61,
c4a3878a-d7c7-4c7e-b140-636e3be0e76d,336,06/09/21,5:08 PM,5,3689.55,36,05ff2322-ce42-44a4-8c3f-68d2ffcb5e61,
1fca513e-21bd-4757-b099-c671804ee9fe,165,08/12/11,11:02 PM,14,10176.88,37,474fa82a-794e-4233-b17a-00b62bec25ba,
